bairros_sp,causa_afastamento_1,causa_afastamento_2,causa_afastamento_3,motivo_desligamento,cbo,cnae_classe,distritos_sp,vinculo_ativo_31dez,faixa_etaria,faixa_hora_contrat,faixa_remun_dezem_sm,faixa_remun_media_sm,faixa_tempo_emprego,escolaridade,qtd_hora_contr,idade,ind_simples,mes_admissao,mes_desligamento,municipio,natureza_juridica,ind_portador_defic,qtd_dias_afastamento,raca_cor,vl_remun_dezembro_nom,vl_remun_dezembro_sm,vl_remun_media_nom,vl_remun_media_sm,cnae_subclasse,sexo_trabalhador,tamanho_estabelecimento,tempo_emprego,tipo_admissao,tipo_estab41,tipo_estab42,tipo_defic,tipo_vinculo,ind_trab_intermitente,ind_trab_parcial,ano,cod_siaf_municipio,cod_ibge_municipio,cod_tse_municipio,nome_municipio,nome_municipio_sem_acento,ocupacao,setor,contribuinte_senai,nome_tipo_vinculo,nome_genero,nivel_escolaridade,segmentacao_escolaridade
9999,{ñ class},{ñ class},{ñ class},0,782220,22226,9999,1,4,6,5,4,5,7,44,26,0,0,0,354000,2062,N,0,4,0000001102.11,000002.65,0000001149.65,000002.79,2222600,1,9,32.4,0,1,CNPJ,N,10,N,N,2008,6901,3540002,69019,POMPÉIA,POMPEIA,Operador de Empilhadeira,Indústria do Plástico e da Borracha,CONTRIBUINTE,CLT U/PJ IND,,,
1060,{ñ class},{ñ class},{ñ class},0,411005,84116,53,1,3,5,4,3,1,7,40,22,0,10,0,355030,1023,N,0,{ñ class},0000000710.00,000001.52,0000000788.86,000001.69,8411600,2,10,0.2,2,1,CNPJ,N,30,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,"Auxiliar de Escritorio, em Geral",Outros,NÃO,ESTATUTARIO,,,
9999,{ñ class},{ñ class},{ñ class},0,317110,61906,9999,1,3,6,6,5,1,7,44,18,0,11,0,350950,2062,N,0,2,0000001283.33,000003.37,0000001283.33,000003.37,6190601,2,2,1.1,1,1,CNPJ,N,10,N,N,2007,6291,3509502,62910,CAMPINAS,CAMPINAS,Programador de Sistemas de Informacao,Indústria das Telecomunicações e Tecnologia da Informação,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,717020,42227,9999,1,3,6,5,4,3,2,44,20,0,4,0,354850,2054,N,0,4,0000001115.68,000002.68,0000000986.63,000002.37,4222701,1,8,8.9,2,1,CNPJ,N,10,N,N,2008,7071,3548500,70718,SANTOS,SANTOS,Servente de Obras,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,414105,20631,9999,1,4,6,6,4,2,7,44,25,0,9,0,352250,2062,N,0,4,0000001433.89,000003.08,0000000974.29,000002.08,2063100,1,5,3.9,2,1,CNPJ,N,10,N,N,2009,6551,3522505,65510,ITAPEVI,ITAPEVI,Almoxarife,Indústria da Saúde,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,413210,64221,9999,1,3,4,7,6,4,8,30,21,0,2,0,350570,2046,N,0,2,0000001475.96,000004.21,0000001490.92,000004.39,6422100,1,6,22.8,0,1,CNPJ,N,10,N,N,2006,6213,3505708,62138,BARUERI,BARUERI,Caixa de Banco,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,622020,10716,9999,1,6,6,7,4,6,6,44,43,0,0,0,355150,2054,N,0,2,0000001647.93,000004.33,0000001097.35,000002.94,1071600,2,10,59.8,0,1,CNPJ,N,20,N,N,2007,7131,3551504,71315,SERRANA,SERRANA,Trabalhador Volante da Agricultura,"Óleo, Gás, Biocombustível e Energia",CONTRIBUINTE,CLT R/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,724220,29492,9999,1,3,6,5,4,3,5,44,20,1,3,0,351640,2062,N,0,2,0000000925.59,000002.64,0000000831.52,000002.40,2949299,1,6,9.3,2,1,CNPJ,N,10,N,N,2006,6429,3516408,64297,FRANCO DA ROCHA,FRANCO DA ROCHA,Preparador de Estruturas Metalicas,Indústria Automotiva,CONTRIBUINTE,CLT U/PJ IND,,,
1147,{ñ class},{ñ class},{ñ class},0,421310,82202,6,1,3,5,3,2,1,7,36,20,0,12,0,355030,2054,N,0,2,0000000420.00,000001.10,0000000420.00,000001.10,8220200,2,10,0.5,2,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Cobrador Interno,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
30,{ñ class},{ñ class},{ñ class},0,782510,49302,8,1,5,6,5,4,4,5,44,34,1,0,0,355030,2062,N,0,2,0000000981.28,000002.11,0000000980.71,000002.12,4930201,1,3,15.9,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Motorista de Caminhao (Rotas Regionais e Internacionais),Logística,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,621005,1113,9999,1,5,6,4,3,3,2,44,32,0,6,0,351080,4081,N,0,2,0000000688.11,000001.96,0000000669.97,000001.91,111302,1,3,6.9,2,3,CEI,N,25,N,N,2006,6317,3510807,63177,CASA BRANCA,CASA BRANCA,Trabalhador Agropecuario em Geral,Ausente da Carteira,NÃO,CLT R/PF IND,,,
9999,{ñ class},{ñ class},{ñ class},0,521110,85996,9999,1,3,6,2,1,3,7,44,19,1,4,0,353190,2062,N,0,2,0000000465.00,000001.00,0000000465.00,000001.00,8599601,2,2,8.9,1,1,CNPJ,N,10,N,N,2009,6739,3531902,67393,MORRO AGUDO,MORRO AGUDO,Vendedor de Comercio Varejista,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,511105,51111,14,1,3,6,9,8,1,7,42,24,0,10,0,355030,2054,N,0,2,0000003020.29,000007.27,0000003067.23,000007.38,5111100,2,10,2.9,4,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Comissario de Voo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,331205,84116,79,1,7,5,7,6,8,9,40,56,0,0,0,355030,1023,N,0,{ñ class},0000001655.87,000004.35,0000001801.86,000004.83,8411600,2,10,178.7,0,1,CNPJ,N,30,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Nivel Medio no Ensino Fundamental,Outros,NÃO,ESTATUTARIO,,,
1759,{ñ class},{ñ class},{ñ class},0,414105,56121,95,1,6,6,5,4,7,4,44,42,0,0,0,355030,2062,N,0,8,0000000945.00,000002.48,0000000754.95,000002.02,5612100,1,8,90.9,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Almoxarife,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,514210,85201,9999,1,5,6,4,3,2,7,44,38,0,7,0,350950,3999,N,0,2,0000000736.23,000001.93,0000000763.03,000002.00,8520100,2,7,5.8,2,1,CNPJ,N,10,N,N,2007,6291,3509502,62910,CAMPINAS,CAMPINAS,Faxineiro (Desativado na Competencia 01/2009),Ausente da Carteira,NÃO,CLT U/PJ IND,,,
687,{ñ class},{ñ class},{ñ class},0,761815,14126,38,1,4,6,4,3,7,4,44,29,0,0,0,355030,2062,N,0,2,0000000716.00,000001.72,0000000710.64,000001.73,1412601,2,5,79.9,0,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Revisor de Tecidos Acabados,Indústria Têxtil-Vestuária e Couro-Calçadista,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,234616,85937,9999,1,3,4,11,9,4,9,24,24,0,9,0,350950,3999,N,0,2,0000005272.66,000015.06,0000003393.15,000010.09,8593700,2,5,15.9,0,1,CNPJ,N,10,N,N,2006,6291,3509502,62910,CAMPINAS,CAMPINAS,Professor de Lingua Inglesa,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,760120,13308,9999,1,4,6,5,4,7,5,44,26,0,0,0,352590,2062,N,0,2,0000001188.68,000002.55,0000001027.81,000002.22,1330800,1,8,72.9,0,1,CNPJ,N,10,N,N,2009,6619,3525904,66192,JUNDIAÍ,JUNDIAI,Contramestre de Tecelagem (Industria Textil),Indústria Têxtil-Vestuária e Couro-Calçadista,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,715505,41107,8,1,6,6,5,4,2,2,44,41,0,7,0,355030,2062,N,0,8,0000000881.32,000002.31,0000000910.59,000002.39,4110700,1,4,5.6,2,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Carpinteiro,Indústria da Construção Civil,NÃO,CLT U/PJ IND,,,
19,{ñ class},{ñ class},{ñ class},0,517410,82997,69,1,3,6,5,3,1,3,44,24,0,11,0,355030,2062,N,0,2,0000000989.17,000002.12,0000000873.99,000001.87,8299799,1,10,1.9,2,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Porteiro de Edificios,Outros,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,415205,53105,9999,1,5,6,8,7,3,9,44,36,0,2,0,351630,2011,N,0,2,0000002692.94,000005.79,0000003053.17,000006.56,5310501,1,5,10.4,4,1,CNPJ,N,10,N,N,2009,6427,3516309,64270,FRANCISCO MORATO,FRANCISCO MORATO,Carteiro,Logística,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,141415,56112,9999,1,6,6,6,6,7,7,44,42,1,0,0,355500,2135,N,0,2,0000001531.39,000003.69,0000001748.51,000004.28,5611201,1,4,63.9,0,1,CNPJ,N,10,N,N,2008,7201,3555000,72010,TUPÃ,TUPA,Gerente de Loja e Supermercado,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,514320,10716,9999,1,5,6,6,4,4,3,44,30,0,0,0,350370,2054,N,0,2,0000001341.32,000003.23,0000001180.43,000002.88,1071600,1,9,23.7,0,1,CNPJ,N,60,N,N,2008,6173,3503703,61735,ARIRANHA,ARIRANHA,Faxineiro,"Óleo, Gás, Biocombustível e Energia",CONTRIBUINTE,CLT U/PJ DET,,,
9999,{ñ class},{ñ class},{ñ class},0,724315,47440,9999,1,7,6,5,4,1,5,44,53,1,12,0,353470,2062,N,0,2,0000000800.00,000002.10,0000000800.00,000002.10,4744001,1,4,0.9,2,1,CNPJ,N,10,N,N,2007,6795,3534708,67954,OURINHOS,OURINHOS,Soldador,Indústria Metalmecânica,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,515225,31012,9999,1,4,6,4,3,4,7,44,26,0,8,0,354980,2062,N,0,2,0000000685.10,000001.95,0000000609.43,000001.80,3101200,2,7,16.4,0,1,CNPJ,N,10,N,N,2006,7097,3549805,70971,SÃO JOSÉ DO RIO PRETO,SAO JOSE DO RIO PRETO,Auxiliar de Producao Farmaceutica,Indústria de Madeira e Mobiliário,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,517410,47598,9999,1,5,6,3,2,3,4,44,35,1,1,0,351880,2062,N,0,8,0000000496.21,000001.30,0000000507.11,000001.35,4759899,1,6,11.9,2,1,CNPJ,N,20,N,N,2007,6477,3518800,64777,GUARULHOS,GUARULHOS,Porteiro de Edificios,Outros,NÃO,CLT R/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,784205,21106,9999,1,5,5,4,3,4,7,40,30,0,0,0,350600,2046,N,0,2,0000000918.67,000001.97,0000000786.43,000001.70,2110600,2,6,20.9,0,1,CNPJ,N,10,N,N,2009,6219,3506003,62197,BAURU,BAURU,Alimentador de Linha de Producao,Indústria da Saúde,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,782220,20291,9999,1,5,5,9,8,7,7,39,34,0,6,0,355250,2054,N,0,2,0000003258.98,000009.31,0000002894.60,000008.55,2029100,1,9,102.3,0,1,CNPJ,N,10,N,N,2006,7151,3552502,71510,SUZANO,SUZANO,Operador de Empilhadeira,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
1758,{ñ class},{ñ class},{ñ class},0,771105,27597,36,1,3,6,4,3,3,5,44,21,0,5,0,355030,2062,N,0,2,0000000594.68,000001.56,0000000696.90,000001.82,2759799,1,4,7.9,1,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Marceneiro,Indústria Eletroeletrônica,CONTRIBUINTE,CLT U/PJ IND,,,
522,{ñ class},{ñ class},{ñ class},0,521120,73190,53,1,4,6,3,2,2,7,44,28,0,8,0,355030,2062,N,0,2,0000000679.25,000001.46,0000000673.40,000001.44,7319099,2,10,4.9,2,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Demonstrador de Mercadorias,Outros,NÃO,CLT U/PJ IND,,,
1728,{ñ class},{ñ class},{ñ class},0,422315,85139,27,1,5,5,3,2,2,7,36,30,0,9,0,355030,3999,N,0,2,0000000600.00,000001.44,0000000600.00,000001.44,8513900,2,7,3.9,2,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Operador de Telemarketing Receptivo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,410105,94308,9999,1,5,5,8,7,8,6,36,30,0,0,0,354780,3999,N,0,2,0000002434.96,000006.40,0000002532.33,000006.79,9430800,1,9,126.3,0,1,CNPJ,N,10,N,N,2007,7057,3547809,70572,SANTO ANDRÉ,SANTO ANDRE,Supervisor Administrativo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,513205,43991,9999,1,4,6,4,3,2,7,44,25,1,8,0,355060,2062,N,0,2,0000000706.11,000001.51,0000000709.03,000001.52,4399102,1,5,4.9,2,1,CNPJ,N,10,N,N,2009,7113,3550605,71137,SÃO ROQUE,SAO ROQUE,Cozinheiro Geral,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,411005,49302,9999,1,3,6,5,4,5,7,44,22,0,0,0,354870,2062,N,0,9,0000001191.20,000002.56,0000001019.46,000002.20,4930202,2,6,27.4,0,1,CNPJ,N,10,N,N,2009,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,"Auxiliar de Escritorio, em Geral",Logística,NÃO,CLT U/PJ IND,,,
211,{ñ class},{ñ class},{ñ class},0,862150,17494,27,1,6,5,10,9,8,7,40,46,0,0,0,355030,2062,N,0,2,0000006778.95,000014.57,0000006616.98,000014.36,1749400,1,7,287.8,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,"Operador de Maquinas Fixas, em Geral","Indústria de Papel, Celulose e Gráfica",CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,513205,56201,9999,1,6,6,3,2,6,5,44,40,0,0,0,355450,2062,N,0,4,0000000684.95,000001.47,0000000579.89,000001.24,5620101,2,10,37.8,0,1,CNPJ,N,10,N,N,2009,7191,3554508,71919,TIETÊ,TIETE,Cozinheiro Geral,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,911305,42995,9999,1,7,6,6,5,1,8,44,51,0,12,0,355100,2062,N,0,8,0000001308.37,000003.44,0000001308.37,000003.44,4299599,1,5,0.9,2,1,CNPJ,N,10,N,N,2007,7121,3551009,71218,SÃO VICENTE,SAO VICENTE,"Mecanico de Manutencao de Maquinas, em Geral",Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
1443,{ñ class},{ñ class},{ñ class},0,234624,85139,20,1,4,4,9,7,4,9,23,28,0,0,0,355030,2240,N,0,2,0000002727.61,000007.17,0000002530.08,000006.75,8513900,2,5,23.1,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Lingua Portuguesa,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,521125,47849,9999,1,6,6,4,3,2,5,44,49,1,8,0,355370,2135,N,0,2,0000000676.54,000001.78,0000000650.34,000001.70,4784900,2,5,4.9,2,1,CNPJ,N,10,N,N,2007,7175,3553708,71757,TAQUARITINGA,TAQUARITINGA,Repositor de Mercadorias,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
1257,{ñ class},{ñ class},{ñ class},0,411010,79112,66,1,4,6,6,4,6,7,44,29,0,0,0,355030,2062,N,0,4,0000001671.63,000003.59,0000001300.10,000002.81,7911200,1,7,42.6,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Assistente Administrativo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,517105,86101,9999,1,5,6,5,5,6,7,44,37,0,9,0,350570,2062,N,0,8,0000001025.35,000002.92,0000001102.33,000003.26,8610102,1,7,51.7,0,1,CNPJ,N,10,N,N,2006,6213,3505708,62138,BARUERI,BARUERI,Bombeiro de Aerodromo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,411005,65413,67,1,5,6,4,3,4,5,44,30,0,0,0,355030,3999,N,0,2,0000000600.00,000001.57,0000000622.51,000001.66,6541300,1,7,12.7,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,"Auxiliar de Escritorio, em Geral",Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,752305,23427,9999,1,4,6,4,3,4,4,44,26,0,0,0,352390,2062,N,0,2,0000000732.01,000001.76,0000000654.55,000001.59,2342702,1,6,12.9,0,1,CNPJ,N,10,N,N,2008,6579,3523909,65790,ITU,ITU,Ceramista,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,848520,10112,9999,1,6,6,5,3,8,3,44,43,0,0,0,350600,2062,N,0,2,0000000765.73,000002.01,0000000737.26,000001.97,1011201,1,9,169.8,0,1,CNPJ,N,10,N,N,2007,6219,3506003,62197,BAURU,BAURU,Magarefe,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,770105,47547,9999,1,5,6,4,3,3,7,44,30,1,6,0,352050,2062,N,0,2,0000000900.00,000001.93,0000000904.00,000001.93,4754701,1,3,6.9,2,1,CNPJ,N,10,N,N,2009,6511,3520509,65110,INDAIATUBA,INDAIATUBA,Mestre (Industria de Madeira e Mobiliario),Indústria de Madeira e Mobiliário,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,992210,42138,9999,1,7,6,6,5,4,5,44,53,0,0,0,355280,2062,N,0,8,0000001500.00,000003.61,0000001351.29,000003.29,4213800,1,10,15.5,0,1,CNPJ,N,10,N,N,2008,7157,3552809,71579,TABOÃO DA SERRA,TABOAO DA SERRA,Encarregado de Equipe de Conservacao de Vias Permanentes (Exceto Trilhos),Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
246,{ñ class},{ñ class},{ñ class},0,413225,64239,32,1,5,4,12,10,6,9,30,31,0,0,0,355030,2011,N,0,2,0000009691.00,000020.84,0000007931.90,000017.21,6423900,1,4,51.6,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Escriturario de Banco,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,142210,86101,9999,1,6,5,9,8,8,9,40,48,0,0,0,354100,3069,N,0,2,0000003699.94,000007.95,0000003506.19,000007.59,8610101,2,8,128.3,0,1,CNPJ,N,10,N,N,2009,6921,3541000,69213,PRAIA GRANDE,PRAIA GRANDE,Gerente de Departamento Pessoal,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,720210,29417,9999,1,5,5,11,9,8,7,40,36,0,0,0,350950,2062,N,0,2,0000006116.68,000016.09,0000004968.62,000013.27,2941700,1,8,198.3,0,1,CNPJ,N,10,N,N,2007,6291,3509502,62910,CAMPINAS,CAMPINAS,Mestre (Industria de Automotores e Material de Transportes),Indústria Automotiva,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,717020,41204,9999,1,6,6,4,3,3,3,44,47,0,2,0,353080,2062,N,0,8,0000000585.20,000001.67,0000000585.20,000001.72,4120400,1,2,10.9,2,3,CEI,N,15,N,N,2006,6717,3530805,67172,MOGI MIRIM,MOGI MIRIM,Servente de Obras,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PF IND,,,
9999,{ñ class},{ñ class},{ñ class},0,513205,56201,9999,1,5,6,3,2,1,7,44,39,0,10,0,354780,2062,N,0,2,0000000448.75,000001.08,0000000457.54,000001.10,5620101,2,7,2.5,2,1,CNPJ,N,10,N,N,2008,7057,3547809,70572,SANTO ANDRÉ,SANTO ANDRE,Cozinheiro Geral,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
1147,{ñ class},{ñ class},{ñ class},0,422315,82202,6,1,3,4,4,3,3,7,30,23,0,6,0,355030,2054,N,0,4,0000000641.18,000001.83,0000000579.56,000001.65,8220200,1,10,6.3,1,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Operador de Telemarketing Receptivo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,331205,84116,79,1,4,5,3,4,4,9,40,25,0,0,0,355030,1023,N,0,{ñ class},0000000383.84,000001.01,0000001055.60,000002.85,8411600,1,10,20.7,0,1,CNPJ,N,35,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Nivel Medio no Ensino Fundamental,Outros,NÃO,ESTAT N/EFET,,,
9999,{ñ class},{ñ class},{ñ class},0,782510,47440,9999,1,6,6,4,3,2,7,44,46,1,7,0,353130,2062,N,0,2,0000000750.00,000001.97,0000000750.00,000001.97,4744005,1,4,5.9,2,1,CNPJ,N,10,N,N,2007,6727,3531308,67270,MONTE ALTO,MONTE ALTO,Motorista de Caminhao (Rotas Regionais e Internacionais),Indústria da Construção Civil,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,723215,27333,9999,1,4,6,5,4,5,8,44,26,0,0,0,353390,2062,N,0,2,0000001070.01,000002.57,0000000959.35,000002.33,2733300,2,8,29.2,0,1,CNPJ,N,10,N,N,2008,6779,3533908,67792,OLÍMPIA,OLIMPIA,Galvanizador,Indústria Eletroeletrônica,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,513205,56201,9999,1,7,6,3,2,4,6,44,51,1,0,0,352900,2135,N,0,2,0000000539.00,000001.41,0000000555.33,000001.48,5620101,2,2,19.9,0,1,CNPJ,N,10,N,N,2007,6681,3529005,66818,MARÍLIA,MARILIA,Cozinheiro Geral,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,141410,47814,46,1,3,6,3,2,1,7,44,19,1,12,0,355030,2062,N,0,2,0000000628.10,000001.35,0000000628.10,000001.35,4781400,2,2,0.9,2,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Comerciante Varejista,Indústria Têxtil-Vestuária e Couro-Calçadista,NÃO,CLT U/PJ IND,,,
1045,{ñ class},{ñ class},{ñ class},0,521110,78205,46,1,6,6,3,2,1,7,44,42,0,11,0,355030,2062,N,0,2,0000000610.16,000001.47,0000000610.16,000001.47,7820500,2,9,1.3,2,1,CNPJ,N,50,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Vendedor de Comercio Varejista,Outros,NÃO,TEMPORARIO,,,
99,{ñ class},{ñ class},{ñ class},0,252205,64221,80,1,6,6,11,10,8,9,44,44,0,0,0,355030,2038,N,0,2,0000006880.97,000016.58,0000006863.89,000016.79,6422100,1,10,195.9,0,1,CNPJ,N,10,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Auditor (Contadores e Afins),Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,622110,10716,9999,1,5,6,3,2,4,4,44,32,0,0,0,350910,2054,N,0,2,0000000529.23,000001.13,0000000656.81,000001.42,1071600,1,10,1.7,0,1,CNPJ,N,20,N,N,2009,6283,3509106,62839,CAIUÁ,CAIUA,Trabalhador da Cultura de Cana-De-Acucar,"Óleo, Gás, Biocombustível e Energia",CONTRIBUINTE,CLT R/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,724415,30415,9999,1,7,6,6,5,3,7,44,51,0,6,0,354990,2062,N,0,2,0000001234.97,000003.24,0000001187.55,000003.11,3041500,1,6,6.8,2,1,CNPJ,N,10,N,N,2007,7099,3549904,70998,SÃO JOSÉ DOS CAMPOS,SAO JOSE DOS CAMPOS,Chapeador,Indústria Automotiva,NÃO,CLT U/PJ IND,,,
1316,{ñ class},{ñ class},{ñ class},0,421310,94308,82,1,5,6,3,2,2,5,44,36,0,9,0,355030,3999,N,0,8,0000000556.40,000001.46,0000000556.40,000001.46,9430800,1,6,3.9,2,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Cobrador Interno,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,142105,64221,9999,1,5,5,12,11,3,9,40,38,0,4,0,354870,2054,N,0,2,0000011073.12,000031.63,0000012095.43,000034.55,6422100,1,5,8.9,4,1,CNPJ,N,10,N,N,2006,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Gerente Administrativo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,411010,84116,9999,1,7,6,9,6,3,9,44,60,0,1,0,350570,1066,N,0,{ñ class},0000002938.94,000007.73,0000001591.92,000004.26,8411600,1,8,11.8,2,1,CNPJ,N,35,N,N,2007,6213,3505708,62138,BARUERI,BARUERI,Assistente Administrativo,Outros,NÃO,ESTAT N/EFET,,,
{ñ class},{ñ class},{ñ class},{ñ class},0,214905,61906,62,1,4,6,9,8,2,9,44,25,0,9,0,355030,2062,N,0,2,0000003111.90,000008.89,0000003055.95,000008.73,6190699,1,5,3.9,4,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Engenheiro de Producao,Indústria das Telecomunicações e Tecnologia da Informação,CONTRIBUINTE,CLT U/PJ IND,,,
9999,{ñ class},{ñ class},{ñ class},0,513435,56112,9999,1,4,6,4,3,7,4,44,25,1,0,0,354780,2062,N,0,4,0000000696.57,000001.67,0000000658.91,000001.60,5611203,1,5,80.9,0,1,CNPJ,N,10,N,N,2008,7057,3547809,70572,SANTO ANDRÉ,SANTO ANDRE,Atendente de Lanchonete,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
